codigodanedepartamento,codigodanemunicipio,tipoarea,ano,mes,condicion
18,18001,1,2006,2,2
18,18001,1,2006,2,2
73,73555,1,2006,1,1
73,73555,1,2007,6,2
5,5134,1,2006,10,2
5,5134,1,2006,10,2
23,2358,1,2007,2,2
50,5035,1,2008,3,2
68,68235,1,1992,7,2
5,5837,1,2,9,2
99,99001,1,2006,2,1
99,99001,1,2006,2,1
81,81794,1,2005,1,2
81,81794,1,2005,1,2
50,5033,1,2005,3,1
13,13654,1,2003,10,2
81,813,1,2008,5,2
5,5002,1,2006,1,2
5,566,1,2002,10,1
81,813,1,2006,2,1
70,70713,1,2006,5,1
70,70713,1,2006,5,1
19,19821,1,2005,5,2
5,5667,1,2002,5,2
5,5667,1,2002,5,2
81,81591,1,2004,8,1
81,81591,1,2004,8,1
5,5652,1,2004,4,2
5,5652,1,2004,4,2
52,52418,1,2006,2,1
13,13894,1,2004,9,2
68,68001,2,1997,2,1
5,525,1,2001,3,1
68,68235,1,1992,2,2
50,5059,1,2003,8,1
50,5059,1,2003,8,1
76,76275,1,2007,1,2
5,5854,1,2005,8,1
50,5059,1,2005,3,2
50,5059,1,2005,3,2
73,73624,1,2004,9,2
73,73624,1,2004,9,2
18,18753,1,2006,3,2
18,18753,1,2006,3,2
18,18753,1,2006,3,2
18,18753,1,2006,3,2
68,68081,1,1997,4,1
54,5481,1,2007,3,2
54,5481,1,2007,3,2
13,1367,1,2003,2,1
5,5321,1,2001,8,2
81,81794,1,2003,7,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
81,81794,1,2006,9,2
66,66456,1,2006,2,2
5,5055,1,2003,8,1
50,5033,1,2006,8,2
50,5035,1,2004,9,2
13,13688,1,2006,7,1
13,13688,1,2006,7,1
52,52699,1,2007,2,1
19,19701,1,2004,3,2
13,13244,1,2006,1,2
13,13244,1,2006,1,2
13,13244,1,2006,1,2
13,1316,1,2001,5,1
13,1316,1,2001,5,1
13,1316,1,2001,5,1
76,76563,1,2006,3,2
17,17446,1,2007,5,2
17,17446,1,2007,5,2
17,17042,1,2006,3,2
54,5481,1,2006,1,2
8,8001,2,1992,6,1
8,8001,2,1992,6,1
5,579,1,2005,6,1
5,525,1,2007,2,1
18,18753,1,2006,9,2
68,68235,1,1992,6,1
68,68235,1,1992,6,1
5,5313,1,2005,4,1
13,13688,1,2003,4,1
50,5035,1,2004,8,2
50,5035,1,2004,8,2
68,68235,1,1992,3,1
81,81794,1,2005,7,2
81,81794,1,2005,7,2
81,81794,1,2005,7,2
81,81794,1,2005,7,2
41,4102,1,2008,3,2
54,54344,1,2005,4,2
19,19517,1,2008,5,2
19,19517,1,2008,5,2
18,1841,1,2006,10,2
81,81065,1,2003,2,2
73,73555,1,2007,3,1
73,73555,1,2007,3,1
73,73555,1,2007,1,2
81,81794,1,2005,4,2
19,19001,2,2001,5,2
5,5045,1,2004,8,2
81,81001,1,2004,7,2
50,50711,1,2005,5,1
95,95001,1,2006,8,2
5,5147,1,1998,5,2
5,5887,1,2001,8,1
13,13873,1,2005,9,2
99,99773,1,2008,2,1
99,99773,1,2008,2,1
99,99773,1,2008,2,1
99,99773,1,2008,2,1
81,81736,1,2003,4,2
19,1913,1,2002,6,1
8,8634,1,1997,3,1
8,8634,1,1997,3,1
20,2077,1,2002,9,1
73,73675,1,2006,5,2
18,18753,1,2004,6,2
18,18753,1,2004,6,2
50,5033,1,2007,11,2
5,5234,1,2007,8,2
50,50711,1,2006,5,2
19,19701,1,2003,10,2
19,19701,1,2003,10,2
19,19701,1,2003,10,2
54,5481,1,2004,12,2
54,5481,1,2004,12,2
15,1555,1,2002,3,1
15,1555,1,2002,3,1
15,1555,1,2002,3,1
15,1555,1,2002,3,1
15,1555,1,2002,3,1
5,5652,1,2008,1,2
5,5652,1,2008,1,2
13,13744,1,2007,3,1
13,13244,1,2002,9,2
13,13244,1,2002,9,2
5,5234,1,2007,6,2
50,5033,1,2003,10,2
19,19001,1,2004,3,2
19,19001,1,2004,3,2
19,19001,1,2004,3,2
13,13688,1,2,4,2
68,68575,1,2001,3,1
5,525,1,2004,12,1
17,17495,1,2004,4,1
17,17495,1,2004,4,1
81,81736,1,2007,7,1
5,5649,1,2005,6,2
81,81065,1,2001,2,2
5,512,1,2005,2,2
18,18753,1,2005,3,1
85,85136,1,2004,7,2
85,85136,1,2004,7,2
85,85136,1,2004,7,2
85,85136,1,2004,7,2
85,85136,1,2004,7,2
85,85136,1,2004,7,2
50,5033,1,2008,4,2
20,20517,1,2003,3,1
25,25873,1,2003,4,2
25,25873,1,2003,4,2
13,13006,1,1992,6,2
5,5055,1,2004,10,1
86,8632,1,2003,11,2
86,8632,1,2003,11,2
86,8632,1,2003,11,2
86,8632,1,2003,11,2
86,8632,1,2003,11,2
50,5035,1,2004,9,2
76,76275,1,2007,9,2
52,52418,1,2006,3,1
50,5037,1,2007,12,2
50,5037,1,2007,12,2
50,5059,1,2003,8,2
13,13744,1,1995,5,2
13,13744,1,1995,5,2
13,13744,1,1995,5,2
81,81794,1,2007,9,2
5,566,1,2003,5,2
19,19821,1,2004,2,2
19,19022,1,2001,4,2
5,5649,1,2005,1,2
5,5649,1,2005,1,2
5,5649,1,2005,1,2
5,5649,1,2005,1,2
5,5113,1,2004,12,1
5,567,1,2003,3,1
5,525,1,1992,6,1
54,54206,1,2006,5,2
54,54206,1,2006,5,2
54,54206,1,2006,5,2
54,54206,1,2006,5,2
54,54206,1,2006,5,2
54,54206,1,2006,5,2
54,54206,1,2006,5,2
54,54206,1,2006,5,2
73,73168,1,2007,1,2
73,73168,1,2007,1,2
73,73168,1,2007,1,2
13,13473,1,1995,3,2
5,5837,1,2003,4,2
85,85001,1,1993,8,1
85,85001,1,1993,8,1
85,85001,1,1993,8,1
68,68655,1,2,7,1
13,13244,1,2006,1,2
13,13244,1,2006,1,2
13,13244,1,2006,1,2
13,13244,1,2006,1,2
81,813,1,2005,2,2
81,813,1,2005,2,2
81,813,1,2005,2,2
18,1886,1,2002,12,1
66,66318,1,1998,6,1
66,66318,1,1998,6,1
66,66318,1,1998,6,1
66,66318,1,1998,6,1
27,27245,1,2008,3,1
5,5756,1,2005,10,2
18,18247,1,2002,3,1
18,18247,1,2002,3,1
18,18247,1,2002,3,1
50,5059,1,2005,3,2
50,5059,1,2005,3,2
50,5059,1,2005,3,2
50,5059,1,2005,3,2
50,5059,1,2005,3,2
50,5059,1,2005,3,2
50,5059,1,2005,3,2
50,5059,1,2005,3,2
18,1841,1,2005,8,1
18,1841,1,2005,8,1
13,13244,1,2005,8,2
13,13244,1,2005,8,2
54,5425,1,2007,8,2
54,54206,1,2002,3,1
50,50711,1,2005,11,1
86,86568,1,2,12,1
70,70508,1,2006,3,2
86,86569,1,2004,10,2
86,86569,1,2004,10,2
50,50683,1,2005,10,1
5,5313,1,2005,9,2
73,73555,1,2005,2,2
27,278,1,2004,10,1
54,5425,1,2007,8,2
54,5425,1,2007,8,2
23,23807,1,2006,9,2
23,23807,1,2006,9,2
23,23807,1,2006,9,2
23,23807,1,2006,9,2
5,5615,1,1996,7,2
50,50711,1,2006,8,2
50,50711,1,2006,8,2
5,5604,1,2001,7,2
5,5604,1,2001,7,2
15,15299,1,2003,7,2
15,15299,1,2003,7,2
15,15299,1,2003,7,2
15,15299,1,2003,7,2
5,5361,1,2007,6,2
5,5361,1,2007,6,2
5,504,1,2007,12,1
5,504,1,2007,12,1
5,504,1,2007,12,1
5,5361,1,2007,7,1
18,18001,1,1996,2,2
81,81794,1,2005,12,2
81,81794,1,2005,12,2
5,5649,1,2002,7,2
50,5059,1,2005,3,1
50,5059,1,2005,3,1
97,97001,2,2003,12,1
54,54206,1,2002,11,1
5,5667,1,2003,5,2
95,95001,1,2008,2,1
95,95001,1,2008,2,1
95,95001,1,2008,2,1
54,5425,1,2007,11,2
17,17614,1,1994,3,2
17,17614,1,1994,3,2
17,17614,1,1994,3,2
17,17614,1,1994,3,2
19,19532,1,2003,9,2
73,73616,1,2006,12,2
68,68444,1,2002,5,1
50,5033,1,2005,1,1
5,5736,1,1998,10,2
41,41001,1,2006,6,2
41,41001,1,2006,6,2
41,41001,1,2006,6,2
41,41001,1,2006,6,2
27,27615,1,1997,4,2
5,5652,1,2004,8,1
18,18753,1,2002,5,2
18,18753,1,2002,5,2
18,18753,1,2003,3,2
5,5361,1,2008,1,1
18,18753,1,2003,3,2
18,18753,1,2003,3,2
18,18753,1,2003,3,2
13,1316,1,2007,4,2
13,1316,1,2007,4,2
13,1316,1,2007,4,2
68,68655,1,2001,3,1
5,5001,2,1991,9,1
5,5001,2,1991,9,1
81,81794,1,2008,2,2
81,81794,1,2008,2,2
81,81794,1,2008,2,2
81,81794,1,2007,9,1
54,54051,1,2002,11,2
44,4465,1,2002,11,2
44,4465,1,2002,11,2
44,4465,1,2002,11,2
44,4465,1,2002,11,2
44,4465,1,2002,11,2
44,4465,1,2002,11,2
44,4465,1,2002,11,2
68,68406,1,2007,1,1
5,5055,1,2004,1,2
81,81065,1,2006,12,2
50,50245,1,2004,7,2
5,5756,1,2006,4,1
5,5756,1,2006,4,2
81,81794,1,2004,6,2
81,81794,1,2004,6,2
52,52678,1,2008,2,1
52,52678,1,2008,2,1
52,52678,1,2008,2,1
17,17001,1,2006,9,2
81,81794,1,2005,2,1
81,81065,1,2007,4,1
81,81065,1,2007,4,1
52,52678,1,2006,9,1
5,5649,1,2005,5,1
5,5649,1,2005,5,1
76,76275,1,2005,8,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
5,5756,1,2001,6,2
70,70508,1,2005,10,2
70,70508,1,2005,10,2
5,5038,1,2007,6,2
5,5038,1,2007,6,2
5,5038,1,2007,6,2
5,5038,1,2007,6,2
5,5038,1,2007,6,2
5,5649,1,2004,9,1
5,5649,1,2004,9,1
18,18753,1,2004,7,2
18,18753,1,2003,9,2
18,18753,1,2003,9,2
5,5604,1,2005,10,2
5,5055,1,2004,11,1
54,54206,1,2006,8,2
54,54206,1,2006,8,2
13,13654,1,2007,3,2
50,5059,1,2008,3,2
50,5059,1,2008,3,2
50,5059,1,2008,3,2
17,17088,1,2003,2,2
17,17088,1,2003,2,2
50,50711,1,2007,3,2
13,13244,1,2004,7,2
5,5197,2,2001,10,1
19,19701,1,2003,10,2
19,19701,1,2003,10,2
13,13244,1,2005,8,2
13,13244,1,2005,8,2
5,5361,1,2004,4,1
54,54344,1,2004,2,2
5,5038,1,2004,12,2
5,504,1,2004,12,2
5,504,1,2004,12,2
5,504,1,2004,12,2
50,50711,1,2006,3,2
50,50711,1,2006,3,2
73,73555,1,2005,2,2
73,73555,1,2005,2,2
73,73555,1,2005,2,2
73,73555,1,2005,2,2
73,73555,1,2005,2,2
73,73555,1,2005,2,2
81,81794,1,2005,7,2
13,13894,1,2005,2,2
13,13894,1,2005,2,2
13,13894,1,2005,2,2
13,13894,1,2005,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
54,5481,1,2008,2,2
5,5649,1,2006,4,2
5,5649,1,2006,4,2
5,5649,1,2006,4,2
5,5667,1,2002,5,1
5,5667,1,2002,5,1
73,73168,1,2008,2,2
73,73168,1,2008,2,2
68,68235,1,1997,2,1
52,5254,1,2005,5,1
54,5467,1,2006,5,2
52,52612,1,2008,5,1
52,52612,1,2008,5,1
86,8632,1,2004,3,2
86,8632,1,2004,3,2
86,8632,1,2004,3,2
13,13074,1,2002,9,1
13,13074,1,2002,9,1
13,13074,1,2002,9,1
5,5045,1,2003,3,2
95,95001,1,2004,6,2
52,52418,1,2005,12,1
5,5001,2,2003,3,1
5,5001,2,2003,3,1
5,5001,2,2003,3,1
5,5001,2,2003,3,1
5,5001,2,2003,3,1
5,5197,1,2002,12,1
41,41006,1,1995,8,2
85,85001,1,1993,2,2
85,85015,1,2003,1,2
85,85015,1,2003,1,2
13,13688,1,1993,8,2
13,13688,1,1993,8,2
50,5033,1,2008,6,1
50,5033,1,2008,6,1
54,5467,1,2002,2,2
54,5467,1,2002,2,2
54,5467,1,2002,2,2
54,5467,1,2002,2,2
5,5154,1,2,4,1
19,19532,1,2003,2,1
76,7667,1,2006,11,2
68,68547,1,1995,7,2
68,68547,1,1995,7,2
5,5197,1,2003,8,1
5,5649,1,2004,12,2
50,50711,1,2007,4,1
5,5234,1,2007,5,2
18,18756,1,2002,10,2
18,18756,1,2002,10,2
18,18756,1,2002,10,2
18,18756,1,2002,10,2
25,25718,1,2001,12,1
41,41078,1,2006,7,2
66,66572,1,2005,4,2
52,52385,1,2006,10,1
68,68235,1,1992,8,2
50,50251,1,2004,2,2
50,50251,1,2004,2,2
50,50251,1,2004,2,2
76,76834,1,2006,1,2
76,76834,1,2006,1,2
76,76834,1,2006,1,2
76,76834,1,2006,1,2
76,76834,1,2006,1,2
76,76834,1,2006,1,2
25,25258,1,2003,2,2
81,81794,1,2005,2,2
81,81794,1,2005,2,2
86,86568,1,2004,5,2
86,86568,1,2004,5,2
86,86568,1,2004,5,2
86,86568,1,2004,5,2
86,86568,1,2004,5,2
5,5138,1,1995,6,1
5,5138,1,1995,6,1
5,5138,1,1995,6,1
5,5138,1,1995,6,1
54,54344,1,2006,12,2
54,54344,1,2006,12,2
52,52203,2,2002,9,1
52,52203,2,2002,9,1
50,504,1,2003,9,2
41,41001,1,2008,4,2
25,2532,1,2002,2,1
5,5854,1,2006,5,2
5,5315,1,2002,9,1
5,5234,1,2007,8,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
18,18753,1,1997,2,2
52,5254,1,2005,8,2
52,5254,1,2005,8,2
52,5254,1,2005,8,2
5,567,1,2003,4,1
50,50711,1,2008,2,1
13,13744,1,2004,6,1
18,1841,1,2005,5,2
5,5138,1,2006,5,1
5,5138,1,2006,5,1
5,5138,1,2006,5,1
5,5138,1,2006,5,1
5,5038,1,2004,3,1
50,50001,1,2005,6,2
50,50001,1,2005,6,2
50,50001,1,2005,6,2
50,50001,1,2005,6,2
52,5254,1,2006,12,1
52,5254,1,2006,12,1
18,18753,1,1995,7,2
19,19256,1,2004,9,1
50,50325,1,2002,8,2
50,50325,1,2002,8,2
13,1367,1,2,1,1
18,18753,1,2005,10,2
18,18753,1,2005,10,2
25,25168,1,2003,8,2
25,25168,1,2003,8,2
13,13006,1,2003,3,1
13,13006,1,2003,3,1
81,81001,2,2001,4,2
81,81001,2,2001,4,2
5,5647,1,2008,1,2
5,5647,1,2008,1,2
5,5647,1,2008,1,2
54,5481,1,2003,11,1
5,5361,1,2004,10,2
19,1905,1,2006,3,2
19,19532,1,2005,8,1
50,50711,1,2004,5,1
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5361,1,2008,6,2
5,5134,1,2005,10,1
17,17013,1,2004,3,2
18,1841,1,2004,12,2
81,81794,1,2004,1,2
81,81794,1,2004,1,2
18,1815,1,1997,10,1
17,17513,1,2006,10,2
81,81794,1,2006,9,2
50,50711,1,2005,2,1
50,50711,1,2005,2,1
50,50711,1,2005,2,1
20,204,1,2006,3,1
20,204,1,2006,3,1
20,204,1,2006,3,1
41,4102,1,2006,4,2
54,54344,1,2005,3,2
54,54344,1,2005,3,2
54,54344,1,2005,3,2
54,54344,1,2005,3,2
54,54344,1,2005,3,2
52,52233,1,2006,10,1
52,52233,1,2006,10,1
13,1367,1,2004,6,2
19,19142,1,2007,6,2
19,19142,1,2007,6,2
50,50711,1,2005,11,1
81,81794,1,2001,2,2
81,81794,1,2001,2,2
13,13654,1,2006,11,2
17,17662,1,2006,7,1
17,17662,1,2006,7,1
86,86568,1,1997,5,2
86,86568,1,1997,5,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25151,1,1992,6,2
25,25649,1,1997,9,2
25,25649,1,1997,9,2
18,18753,1,2004,7,2
25,25524,1,1998,1,1
17,17662,1,2006,6,2
17,17662,1,2006,6,2
5,5652,1,2006,8,2
5,5652,1,2006,8,2
5,5361,1,2003,8,1
52,52699,1,2007,3,2
52,52699,1,2007,3,2
50,504,1,2005,10,1
50,5059,1,2004,2,1
18,1815,1,2004,6,2
18,18753,1,2004,3,2
95,952,2,1998,11,1
19,19256,1,2005,8,2
19,19256,1,2005,8,2
19,19256,1,2005,8,2
19,19256,1,2005,8,2
19,19256,1,2005,8,2
19,19256,1,2005,8,2
18,18001,1,2002,5,2
50,5035,1,2005,2,2
52,5254,1,2006,3,1
50,5059,1,2005,1,1
81,81001,1,2007,7,2
17,17662,1,2005,8,2
73,73555,1,2007,4,2
73,73555,1,2007,4,2
18,18592,1,2006,11,2
13,13074,1,2007,3,1
5,5837,1,1994,1,2
5,5837,1,1994,1,2
54,54206,1,2002,11,1
5,5361,1,2004,11,2
5,5361,1,2004,11,2
18,18753,1,2004,8,2
50,50001,1,2006,10,2
50,50001,1,2006,10,2
50,50001,1,2006,10,2
86,86568,1,2003,3,2
86,86568,1,2003,3,2
86,86568,1,2003,3,2
86,86568,1,2003,3,2
86,86568,1,2003,3,2
50,5037,1,2007,3,2
50,5037,1,2007,3,2
50,5035,1,2004,5,2
13,13894,1,2003,6,2
13,13894,1,2003,6,2
13,13894,1,2003,6,2
13,13244,1,2005,3,2
68,6819,1,2,11,1
50,50683,1,2006,4,1
81,81065,1,2005,10,2
81,81065,1,2005,10,2
54,548,1,2007,10,1
50,50711,1,2004,1,2
50,50711,1,2004,1,2
17,17662,1,2006,10,1
5,5172,1,2007,4,2
5,5172,1,2007,4,2
97,97001,1,2002,10,1
68,68655,1,2002,7,1
68,68655,1,2002,7,1
81,81794,1,2006,4,1
19,19455,1,2002,8,1
13,13244,1,2004,2,2
13,13244,1,2004,2,2
13,13244,1,2004,2,2
13,1316,1,2006,4,2
13,1316,1,2006,4,2
13,1316,1,2006,4,2
13,1316,1,2006,4,2
13,1316,1,2006,4,2
5,5895,2,2006,8,1
5,5045,1,2007,7,2
5,566,1,2004,5,1
13,13744,1,2007,2,2
81,81794,1,2004,1,2
81,81794,1,2004,1,2
5,5467,1,2004,2,1
5,5467,1,2004,2,1
5,5467,1,2004,2,1
5,5467,1,2004,2,1
18,18753,1,2003,1,2
18,18753,1,2003,1,2
13,13244,1,2003,9,2
54,5425,1,2006,6,2
54,5425,1,2006,6,2
73,73555,1,2007,7,2
19,19701,1,2003,10,2
25,25394,1,2003,3,1
5,5847,1,2003,5,2
25,25662,1,1995,6,1
13,13744,1,2008,3,2
50,5059,1,2003,3,2
50,5059,1,2003,3,2
81,81736,1,2006,3,1
81,81736,1,2006,3,1
50,50686,1,2004,2,2
50,50686,1,2004,2,2
50,50686,1,2004,2,2
50,50686,1,2004,2,2
23,23807,1,2005,2,2
85,85315,1,2005,8,2
85,85315,1,2005,8,2
85,85315,1,2005,8,2
85,85315,1,2005,8,2
5,5649,1,2003,7,1
5,5649,1,2003,7,1
5,5649,1,2003,7,1
18,1846,1,2006,3,1
18,1846,1,2006,3,1
18,1846,1,2006,3,1
19,19701,1,2003,10,2
5,5234,1,2007,5,2
5,5234,1,2007,5,2
5,5234,1,2007,5,2
5,5234,1,2007,5,2
76,76563,1,2007,9,1
5,5756,1,2001,6,1
5,5055,1,2005,5,1
18,1815,1,2005,4,2
18,1815,1,2005,4,2
81,81065,1,2004,11,2
5,5197,1,2002,10,1
25,25394,1,2003,6,2
52,52678,1,2006,10,1
97,97001,1,2003,9,2
5,5197,2,2001,6,2
68,68615,1,2001,8,2
68,68001,1,1991,3,2
68,68001,1,1991,3,2
13,13244,1,2004,11,2
13,13244,1,2004,11,2
5,5313,1,2005,7,2
25,25148,1,2006,2,1
25,25148,1,2006,2,1
25,25148,1,2006,2,1
25,25148,1,2006,2,1
25,25148,1,2006,2,1
23,2358,1,2007,12,1
23,2358,1,2007,12,1
73,73555,1,2008,2,1
15,1555,1,2001,1,1
50,50577,1,2003,3,1
50,50577,1,2003,3,1
5,5756,1,2004,12,2
5,5756,1,2004,12,2
5,5756,1,2004,12,2
68,68169,1,2003,3,1
50,50711,1,2003,6,1
41,41359,1,2003,2,2
5,5652,1,2004,8,1
5,5736,1,1992,8,2
5,5736,1,1992,8,2
5,5736,1,1992,8,2
25,25019,1,2001,12,1
50,50683,1,2005,9,1
50,50683,1,2005,9,1
50,5033,1,2005,8,2
20,20517,1,2002,2,1
20,20517,1,2002,2,1
20,20517,1,2002,2,1
20,20517,1,2002,2,1
20,20517,1,2002,2,1
20,20517,1,2002,2,1
68,68406,1,2007,6,2
17,17013,1,2004,7,2
17,17013,1,2004,7,2
81,81591,1,2001,7,2
13,13244,1,2007,4,2
18,18753,1,2004,6,2
18,18753,1,2004,6,2
19,19701,1,2003,6,1
70,70001,1,2002,5,1
5,5197,1,2003,6,2
5,5197,1,2003,6,2
5,5197,1,2003,6,2
5,5197,1,2003,6,2
5,525,1,2004,2,1
13,13244,1,2003,10,1
13,13244,1,2003,10,1
52,5254,1,2005,5,1
76,76275,1,2008,2,2
13,13744,1,2008,4,2
5,5652,1,2005,3,1
5,5234,1,2006,1,1
27,27491,1,2008,4,2
5,5042,1,1996,5,2
5,5042,1,1996,5,2
81,81065,1,2006,2,1
5,504,1,2005,9,2
5,504,1,2005,9,2
76,76275,1,2006,12,2
76,76275,1,2006,12,2
68,68235,1,1994,1,1
50,50711,1,2006,2,2
5,5483,1,2004,4,2
76,76243,1,2006,4,2
54,5481,1,2003,8,2
50,50683,1,2006,2,1
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
73,73168,1,1995,4,2
5,5361,1,2004,6,2
5,5475,1,2004,6,1
5,5756,1,2006,1,2
5,5756,1,2006,1,2
5,5142,1,2005,12,2
54,54344,2,2003,3,2
54,548,1,2005,11,2
54,548,1,2005,11,2
54,548,1,2005,11,2
54,548,1,2005,11,2
44,4465,1,2007,10,2
18,1861,1,2007,6,2
18,1861,1,2007,6,2
18,1861,1,2007,6,2
18,1861,1,2007,6,2
18,18592,1,2006,10,2
86,86571,1,2003,4,1
50,50683,1,2004,11,1
54,5481,1,2003,2,1
54,5481,1,2003,2,1
54,5481,1,2003,2,1
5,5055,1,2002,9,1
5,5055,1,2002,9,1
41,4102,1,1992,2,2
41,4102,1,1992,2,2
5,5313,1,2001,8,2
5,5313,1,2001,8,2
5,5756,1,2004,2,1
18,18592,1,2007,2,2
27,27615,1,2002,9,1
54,54003,1,2001,10,1
5,5652,1,2001,8,1
17,17662,1,2006,3,2
17,17662,1,2006,3,2
50,50683,1,2004,12,2
68,68081,2,1993,12,1
68,68081,2,1993,12,2
13,13688,1,2004,5,1
18,18753,1,2007,4,2
18,18753,1,2007,4,2
18,18753,1,2007,4,2
18,18753,1,2007,4,2
19,19256,1,2005,9,2
68,68689,1,1991,8,2
5,5234,1,2005,9,1
5,5756,1,2005,5,2
5,5756,1,2005,5,2
76,76364,1,1991,11,2
76,76364,1,1991,11,2
50,50711,1,2006,2,1
5,548,1,2001,8,1
81,81794,1,2005,6,2
73,73624,1,2004,8,2
95,95001,1,1996,4,1
95,95001,1,1996,4,1
41,4102,1,2007,7,2
81,81736,1,2007,2,1
18,18753,1,2007,10,2
18,18753,1,2007,10,2
19,19256,1,2005,8,1
50,5037,1,2007,7,2
54,5425,1,2004,3,1
18,18753,1,2006,2,2
18,18753,1,2006,2,2
18,18753,1,2006,2,2
18,18753,1,2006,2,2
95,95001,1,1996,12,2
95,95001,1,1996,12,2
95,95001,1,1996,12,2
17,17013,1,2004,1,2
17,17013,1,2004,1,2
17,17013,1,2004,1,2
17,17013,1,2004,1,2
18,18001,1,2006,7,2
5,5652,1,2005,5,2
95,95001,1,2005,1,1
19,19701,1,2004,9,2
13,13244,1,2005,3,2
13,13244,1,2005,3,2
13,13244,1,2005,3,2
5,5361,1,2008,1,1
13,13244,1,2005,3,2
13,13244,1,2005,3,2
13,13473,1,1992,7,2
81,81794,1,2004,10,1
97,97001,1,2004,6,1
5,589,1,2005,11,1
19,19693,1,2005,3,1
5,54,1,2001,10,1
81,81794,1,2007,8,2
81,81794,1,2007,8,2
99,99773,1,2003,3,1
99,99773,1,2003,3,1
99,99773,1,2003,3,1
99,99773,1,2003,3,1
27,27245,1,2001,9,2
50,5037,1,2007,4,2
5,5361,1,2007,6,2
5,5361,1,2007,6,2
54,54344,1,2001,3,1
13,1367,1,2006,7,1
5,525,1,2001,10,1
54,5425,1,2008,2,2
13,13006,1,1992,4,2
13,13006,1,1992,4,2
13,13006,1,1992,4,2
19,19256,1,2001,8,2
19,19256,1,2001,8,2
19,19256,1,2001,8,2
19,19256,1,2001,8,2
19,19256,1,2001,8,2
19,19256,1,2001,8,2
19,19256,1,2001,8,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
81,81794,1,2005,6,2
17,17662,1,2003,3,2
5,5885,1,2001,6,2
5,5885,1,2001,6,2
5,5885,1,2001,6,2
5,5885,1,2001,6,2
5,5885,1,2001,6,2
19,19142,1,2005,6,1
52,52227,1,2007,4,1
52,52227,1,2007,4,1
52,52227,1,2007,4,1
13,13688,1,2001,6,1
50,50711,1,2005,6,1
19,19693,1,2005,9,1
18,18756,1,2005,8,1
18,18756,1,2005,8,1
18,18756,1,2005,8,1
13,13894,1,2006,3,2
13,13894,1,2006,3,2
5,5736,1,1994,11,2
5,5736,1,1994,11,2
18,1841,1,2007,6,2
20,204,1,2006,10,2
81,81794,1,2005,12,1
19,1913,1,2001,8,1
19,1913,1,2001,8,1
13,1358,1,2004,7,1
54,548,1,2002,12,1
5,5313,1,2002,4,1
73,73555,1,2006,9,2
73,73555,1,2006,9,2
73,73555,1,2006,9,2
5,5197,1,2003,3,2
5,5197,1,2003,3,2
20,20011,1,2,8,1
20,2057,1,2002,11,1
20,2057,1,2002,11,1
5,548,1,1999,3,2
52,52612,1,2007,8,2
52,52612,1,2007,8,2
52,52612,1,2007,8,2
52,52612,1,2007,8,2
5,5854,1,2006,4,2
5,5854,1,2006,4,2
13,13744,1,2003,2,1
13,13744,1,2004,7,1
81,81065,1,2007,5,2
81,81065,1,2007,5,2
5,579,1,2004,12,1
73,73624,1,2008,3,2
50,5059,1,2006,2,2
95,95001,1,2005,11,2
5,579,1,2005,5,2
5,579,1,2005,5,2
5,579,1,2005,5,2
5,579,1,2005,5,2
13,13744,1,2005,4,1
5,5656,1,2001,1,1
18,18001,1,2006,8,2
50,50006,1,2003,2,2
50,50006,1,2003,2,2
50,50006,1,2003,2,2
50,50006,1,2003,2,2
81,81794,1,2008,6,2
